name,path,enabled,plugin_id,family,decision,classification_basis,version_timestamp
c-pro,/Users/newmindsgroup/.codex/skills/c-pro/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
c4-architecture-c4-architecture,/Users/newmindsgroup/.codex/skills/c4-architecture-c4-architecture/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
c4-code,/Users/newmindsgroup/.codex/skills/c4-code/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
c4-component,/Users/newmindsgroup/.codex/skills/c4-component/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
c4-container,/Users/newmindsgroup/.codex/skills/c4-container/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
c4-context,/Users/newmindsgroup/.codex/skills/c4-context/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
calc,/Users/newmindsgroup/.codex/skills/libreoffice/calc/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
calendar-scheduler,/Users/newmindsgroup/.claude/skills/calendar-scheduler/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
canon-pricing-economics,/Users/newmindsgroup/.codex/skills/canon-pricing-economics/SKILL.md,True,,Sales and business development,Retain: provisional daily scope,"Business and growth: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
canon-pricing-economics,/Users/newmindsgroup/.codex/source/ide-config-internal/skills/canon-pricing-economics/SKILL.md,False,,Sales and business development,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
canva:canva-brand-check,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/canva/15.0.0/skills/canva-brand-check/SKILL.md,True,canva@openai-curated-remote,Brand and visual design,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
canva:canva-branded-presentation,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/canva/15.0.0/skills/canva-branded-presentation/SKILL.md,True,canva@openai-curated-remote,Brand and visual design,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
canva:canva-bulk-create,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/canva/15.0.0/skills/canva-bulk-create/SKILL.md,True,canva@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
canva:canva-design-feedback,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/canva/15.0.0/skills/canva-design-feedback/SKILL.md,True,canva@openai-curated-remote,Brand and visual design,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
canva:canva-edit-design,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/canva/15.0.0/skills/canva-edit-design/SKILL.md,True,canva@openai-curated-remote,Brand and visual design,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
canva:canva-implement-feedback,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/canva/15.0.0/skills/canva-implement-feedback/SKILL.md,True,canva@openai-curated-remote,Unclassified: review required,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
canva:canva-resize-for-social-media,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/canva/15.0.0/skills/canva-resize-for-social-media/SKILL.md,True,canva@openai-curated-remote,"Marketing, sales and content",Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
canva:canva-translate-design,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/canva/15.0.0/skills/canva-translate-design/SKILL.md,True,canva@openai-curated-remote,Brand and visual design,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
canvas-design,/Users/newmindsgroup/.codex/skills/canvas-design/SKILL.md,True,,Brand and visual design,Retain: provisional daily scope,"Brand design and UX: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
career-growth,/Users/newmindsgroup/.claude/skills/career-growth/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
carrier-relationship-management,/Users/newmindsgroup/.codex/skills/carrier-relationship-management/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
cc-skill-backend-patterns,/Users/newmindsgroup/.codex/skills/cc-skill-backend-patterns/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
cc-skill-clickhouse-io,/Users/newmindsgroup/.codex/skills/cc-skill-clickhouse-io/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
cc-skill-coding-standards,/Users/newmindsgroup/.codex/skills/cc-skill-coding-standards/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
cc-skill-frontend-patterns,/Users/newmindsgroup/.codex/skills/cc-skill-frontend-patterns/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
cc-skill-project-guidelines-example,/Users/newmindsgroup/.codex/skills/cc-skill-project-guidelines-example/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
cdk-patterns,/Users/newmindsgroup/.codex/skills/cdk-patterns/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
century-azure-vps-agent,/Users/newmindsgroup/.codex/skills/century-azure-vps-agent/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
changelog-automation,/Users/newmindsgroup/.codex/skills/changelog-automation/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
chat-widget,/Users/newmindsgroup/.codex/skills/chat-widget/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
chrome-extension-developer,/Users/newmindsgroup/.codex/skills/chrome-extension-developer/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
churn-prevention,/Users/newmindsgroup/.codex/skills/churn-prevention/SKILL.md,True,,Marketing and growth,Retain: provisional daily scope,"Business and growth: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
cicd-automation-workflow-automate,/Users/newmindsgroup/.codex/skills/cicd-automation-workflow-automate/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
cirq,/Users/newmindsgroup/.codex/skills/cirq/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
citation-management,/Users/newmindsgroup/.codex/skills/citation-management/SKILL.md,True,,Unclassified: review required,Retain: provisional daily scope,"Essential operations and routing: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
claimable-postgres,/Users/newmindsgroup/.codex/skills/claimable-postgres/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
clarity-gate,/Users/newmindsgroup/.codex/skills/clarity-gate/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
clarvia-aeo-check,/Users/newmindsgroup/.codex/skills/clarvia-aeo-check/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
claude-api,/Users/newmindsgroup/.codex/skills/claude-api/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
claude-code-expert,/Users/newmindsgroup/.codex/skills/claude-code-expert/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
claude-code-guide,/Users/newmindsgroup/.codex/skills/claude-code-guide/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
